id,tool,category,label,file,n_reads,bytes_read,min_size,median_size,p99_size,max_size,unique_byte_coverage,coverage_pct,redundancy,sequential_pct,monotonic_pct,max_seek_back,n_passes,elapsed_s,first_offset,last_offset_end,n_streams,n_minor_streams,dominant_stream_bytes_pct
p2_hardy_t8,plink2,scan_t8,--hardy --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.699,248692736,248692736,1,1,100.0
p2_hardy_t8,plink2,scan_t8,--hardy --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.381,0,25988112,1,0,100.0
p2_hardy_t8,plink2,scan_t8,--hardy --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_het_t8,plink2,scan_t8,--het --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.652,248692736,248692736,1,1,100.0
p2_het_t8,plink2,scan_t8,--het --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.307,0,25988112,1,0,100.0
p2_het_t8,plink2,scan_t8,--het --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_make_bed_t8,plink1.9,output_t8,--make-bed --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.762,248692736,248692736,1,1,100.0
p19_make_bed_t8,plink1.9,output_t8,--make-bed --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.368,0,25988112,1,0,100.0
p19_make_bed_t8,plink1.9,output_t8,--make-bed --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_make_bed_t8,plink2,output_t8,--make-bed --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,5.107,248692736,248692736,1,1,100.0
p2_make_bed_t8,plink2,output_t8,--make-bed --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.295,0,25988112,1,0,100.0
p2_make_bed_t8,plink2,output_t8,--make-bed --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_recode_A_t8,plink1.9,output_t8,--recode A --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.712,248692736,248692736,1,1,100.0
p19_recode_A_t8,plink1.9,output_t8,--recode A --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.363,0,25988112,1,0,100.0
p19_recode_A_t8,plink1.9,output_t8,--recode A --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_export_A_t8,plink2,output_t8,--export A --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,3.277,248692736,248692736,1,1,100.0
p2_export_A_t8,plink2,output_t8,--export A --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.278,0,25988112,1,0,100.0
p2_export_A_t8,plink2,output_t8,--export A --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_indep_pairwise_t8,plink1.9,ld_t8,--indep-pairwise 50 5 0.1 --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.817,248692736,248692736,1,1,100.0
p19_indep_pairwise_t8,plink1.9,ld_t8,--indep-pairwise 50 5 0.1 --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.317,0,25988112,1,0,100.0
p19_indep_pairwise_t8,plink1.9,ld_t8,--indep-pairwise 50 5 0.1 --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_indep_pairwise_t8,plink2,ld_t8,--indep-pairwise 50 5 0.1 --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.725,248692736,248692736,1,1,100.0
p2_indep_pairwise_t8,plink2,ld_t8,--indep-pairwise 50 5 0.1 --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.26,0,25988112,1,0,100.0
p2_indep_pairwise_t8,plink2,ld_t8,--indep-pairwise 50 5 0.1 --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p19_r2_window_t8,plink1.9,ld_t8,--r2 --ld-window-r2 0.2 --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.768,248692736,248692736,1,1,100.0
p19_r2_window_t8,plink1.9,ld_t8,--r2 --ld-window-r2 0.2 --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.385,0,25988112,1,0,100.0
p19_r2_window_t8,plink1.9,ld_t8,--r2 --ld-window-r2 0.2 --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_pca_t8,plink1.9,pca_t8,--pca 10 --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.7,248692736,248692736,1,1,100.0
p19_pca_t8,plink1.9,pca_t8,--pca 10 --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.274,0,25988112,1,0,100.0
p19_pca_t8,plink1.9,pca_t8,--pca 10 --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_pca_approx_t8,plink2,pca_t8,--pca approx 10 --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.743,248692736,248692736,1,1,100.0
p2_pca_approx_t8,plink2,pca_t8,--pca approx 10 --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.289,0,25988112,1,0,100.0
p2_pca_approx_t8,plink2,pca_t8,--pca approx 10 --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_grm_bin_t8,plink1.9,grm_t8,--make-grm-bin --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.687,248692736,248692736,1,1,100.0
p19_grm_bin_t8,plink1.9,grm_t8,--make-grm-bin --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.347,0,25988112,1,0,100.0
p19_grm_bin_t8,plink1.9,grm_t8,--make-grm-bin --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
p2_make_king_t8,plink2,grm_t8,--make-king --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.787,248692736,248692736,1,1,100.0
p2_make_king_t8,plink2,grm_t8,--make-king --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.292,0,25988112,1,0,100.0
p2_make_king_t8,plink2,grm_t8,--make-king --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p19_linear_t8,plink1.9,gwas_t8,--linear --pheno <random> --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.613,248692736,248692736,1,1,100.0
p19_linear_t8,plink1.9,gwas_t8,--linear --pheno <random> --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.299,0,25988112,1,0,100.0
p19_linear_t8,plink1.9,gwas_t8,--linear --pheno <random> --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
p2_glm_t8,plink2,gwas_t8,--glm --pheno <random> --threads 8,bed,1901,248693753,1017,131072,131072,131072,248693753,100.0,1.0,99.9,99.9,248692736,1,2.774,248692736,248692736,1,1,100.0
p2_glm_t8,plink2,gwas_t8,--glm --pheno <random> --threads 8,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.31,0,25988112,1,0,100.0
p2_glm_t8,plink2,gwas_t8,--glm --pheno <random> --threads 8,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.0,0,24780,0,1,0.0
admixture_k3,admixture,admixture,K=3 unsupervised,bed,1900,248693753,16384,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,6.91,0,248693753,1,0,100.0
admixture_k3,admixture,admixture,K=3 unsupervised,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,1.053,0,25988112,1,0,100.0
admixture_k3,admixture,admixture,K=3 unsupervised,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
king_kinship,king,king,--kinship,bed,1900,248693753,16384,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,4.532,0,248693753,1,0,100.0
king_kinship,king,king,--kinship,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,1.088,0,25988112,1,0,100.0
king_kinship,king,king,--kinship,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
gcta_make_grm_bin,gcta,gcta,--make-grm-bin,bed,1900,248693753,16384,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,7.239,0,248693753,1,0,100.0
gcta_make_grm_bin,gcta,gcta,--make-grm-bin,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.531,0,25988112,1,0,100.0
gcta_make_grm_bin,gcta,gcta,--make-grm-bin,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
gcta_pca,gcta,gcta,--pca 10 (via GRM),bed,1900,248693753,16384,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,7.105,0,248693753,1,0,100.0
gcta_pca,gcta,gcta,--pca 10 (via GRM),bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.495,0,25988112,1,0,100.0
gcta_pca,gcta,gcta,--pca 10 (via GRM),fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
flashpca_pca,flashpca,flashpca,--ndim 10,bed,1899,248693753,32768,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,6.14,0,248693753,1,0,100.0
flashpca_pca,flashpca,flashpca,--ndim 10,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.28,0,25988112,1,0,100.0
flashpca_pca,flashpca,flashpca,--ndim 10,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
regenie_step1_bt,regenie,regenie,--step 1 --bt --lowmem,bed,6,507904,16384,98304,131072,131072,507904,0.2,1.0,100.0,100.0,0,0,0.022,0,507904,1,0,100.0
regenie_step1_bt,regenie,regenie,--step 1 --bt --lowmem,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,1.356,0,25988112,1,0,100.0
regenie_step1_bt,regenie,regenie,--step 1 --bt --lowmem,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.001,0,24780,0,1,0.0
bolt_lmm_inf,bolt,boltlmm,--lmmInfOnly,bed,1900,248693753,16384,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,6.479,0,248693753,1,0,100.0
bolt_lmm_inf,bolt,boltlmm,--lmmInfOnly,bim,201,25988112,16384,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,1.257,0,25988112,1,0,100.0
bolt_lmm_inf,bolt,boltlmm,--lmmInfOnly,fam,2,24780,8396,12390,16304,16384,24780,100.0,1.0,100.0,100.0,0,0,0.002,0,24780,0,1,0.0
bedreader_full_scan,bedreader,bedreader,full_scan,bed,1900,248693753,16384,131072,131072,131072,248693753,100.0,1.0,100.0,100.0,0,0,4.824,0,248693753,1,0,100.0
bedreader_full_scan,bedreader,bedreader,full_scan,bim,199,25988112,35856,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.3,0,25988112,1,0,100.0
bedreader_full_scan,bedreader,bedreader,full_scan,fam,1,24780,24780,24780,24780,24780,24780,100.0,1.0,0.0,0.0,0,0,0.0,0,24780,0,1,0.0
bedreader_slice_variants_1k,bedreader,bedreader,slice_variants_1k,bed,1001,12324864,12288,12288,12288,32768,12324864,4.96,1.0,0.1,100.0,0,0,0.683,0,248262656,1,0,100.0
bedreader_slice_variants_1k,bedreader,bedreader,slice_variants_1k,bim,199,25988112,35856,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.252,0,25988112,1,0,100.0
bedreader_slice_variants_1k,bedreader,bedreader,slice_variants_1k,fam,1,24780,24780,24780,24780,24780,24780,100.0,1.0,0.0,0.0,0,0,0.0,0,24780,0,1,0.0
bedreader_random_10,bedreader,bedreader,random_10,bed,12,172032,12288,12288,30965,32768,172032,0.07,1.0,9.1,100.0,0,0,0.298,0,248487936,0,11,0.0
bedreader_random_10,bedreader,bedreader,random_10,bim,199,25988112,35856,131072,131072,131072,25988112,100.0,1.0,100.0,100.0,0,0,0.272,0,25988112,1,0,100.0
bedreader_random_10,bedreader,bedreader,random_10,fam,1,24780,24780,24780,24780,24780,24780,100.0,1.0,0.0,0.0,0,0,0.0,0,24780,0,1,0.0
